UNID,PDIR,fullstreet,PBUILD,PSTREET,PSTREETTYPE,PSTREETSUF,PSUITE,PCITY,PSTATE,PCODE,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
7F3169D4988E3CEE85257DDC0055F285,,"1735 N Lynn St #10",1735,"N Lynn St #10",,,,Arlington,VA,22209,38.895745,-77.070473,1,rooftop,1735,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
7F348764C375D0CA85257DE3007900C2,,"4060 S Four Mile Run Dr",4060,"S Four Mile Run Dr",,,,Arlington,VA,22206-,38.846805,-77.095752,1,rooftop,4060,"S Four Mile Run Dr",Arlington,VA,"Arlington County",22206,US,Arlington
7F41D90D8B72ED6D85257FD30069F63A,,"3325 Wilson Blvd",3325,"Wilson Blvd",,,,Arlington,VA,22201,38.883658,-77.099709,1,rooftop,3325,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
7F98621EBA68B9B188257677005A5A99,,"4821 N 1st St",4821,"N 1st St",,,,Arlington,VA,22203,38.874775,-77.119515,0.33,place,,,Arlington,VA,"Arlington County",22203,US,"TIGER/Line® dataset from the US Census Bureau"
7FBD135863A8720785257956006734E5,,"946 N Jackson St",946,"N Jackson St",,,,Arlington,VA,22201,38.884086,-77.099586,1,rooftop,946,"N Jackson St",Arlington,VA,"Arlington County",22201,US,Arlington
804301E3E258229E8525793E00519CFD,,"5037 Columbia Pike",5037,"Columbia Pike",,,,Arlington,VA,22204,38.855533,-77.114013,1,rooftop,5037,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
8079B76F3617724485257F41006E015D,," WNA-Terminal A, Post Secrity, #A1-",,"WNA-Terminal A, Post Secrity, #A1-",,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
8089DCABF550128485258282004BDFB0,," Mobile",,Mobile,,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
80CEF0E23442585D85257EFB00620A81,,"5001 Columbia Pike",5001,"Columbia Pike",,,,Arlington,VA,22204,38.856207,-77.112948,1,rooftop,5001,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
811964C2D67E04D185257A4E00628430,,"1131 S George Mason Dr",1131,"S George Mason Dr",,,,Arlington,VA,22204,38.858437,-77.100484,1,rooftop,1131,"S George Mason Dr",Arlington,VA,"Arlington County",22204,US,Arlington
8147653C6E4AEC3085257AE7005B9E92,,"17 S Carlin Springs Rd",17,"S Carlin Springs Rd",,,,Arlington,VA,22204,38.865444,-77.128199,1,rooftop,17,"S Carlin Springs Rd",Arlington,VA,"Arlington County",22204,US,Arlington
81797543A634C105852577D000607E4D,,"6505 29th St N",6505,"29th St N",,,,Arlington,VA,22213,38.899291,-77.157407,1,rooftop,6505,"29th St N",Arlington,VA,"Arlington County",22213,US,Arlington
81E84FC9F294245985257B41005422CE,,"2914 North Syacamore Street",2914,"North Syacamore Street",,,,Arlington,VA,22207,38.907416,-77.122344,0.33,place,,,Arlington,VA,"Arlington County",22207,US,"TIGER/Line® dataset from the US Census Bureau"
8288A4512D0A0DF985257F2A00749E68,,"1625 Wilson Blvd",1625,"Wilson Blvd",,,,Arlington,VA,22209,38.894447,-77.078053,1,rooftop,1625,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
828AEBDBB96D9FAD88256BF800748163,,"2516 Columbia Pike",2516,"Columbia Pike",,,,Arlington,VA,22204-,38.86291,-77.084677,1,rooftop,2516,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
82C8ACC10DD1F9898525807D006548B9,,"2534 S Shirlington Rd",2534,"S Shirlington Rd",,,,Arlington,VA,22206,38.846526,-77.083836,1,range_interpolation,2534,"S Shirlington Rd",Arlington,VA,"Arlington County",22206,US,"TIGER/Line® dataset from the US Census Bureau"
82EEA1A3BBC68EAE8525776000520C7D,,"2461 S Clark St",2461,"S Clark St",,,"# 004",Arlington,VA,22202,38.851853,-77.051203,1,rooftop,2461,"S Clark St",Arlington,VA,"Arlington County",22202,US,Arlington
830AE4A22690AB5A85256EE600607AE0,,"4113 Columbia Pike",4113,"Columbia Pike",,,,Arlington,VA,22204,38.859239,-77.100814,1,rooftop,4113,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
8355659719F20F0A85257BC0005360AA,,"627 N Glebe Rd #800",627,"N Glebe Rd #800",,,,Arlington,VA,22203,38.878534,-77.11022,1,rooftop,627,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
835BDD1589EBE90D88256BF8007482A5,,"901 N Stuart St",901,"N Stuart St",,,,Arlington,VA,22203,38.881683,-77.111424,1,rooftop,901,"N Stuart St",Arlington,VA,"Arlington County",22203,US,Arlington
837B92422008F3BE85257FA000674AD2,,"3100 Columbia Pike",3100,"Columbia Pike",,,,Arlington,VA,22204,38.86179,-77.088816,1,rooftop,3100,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
838731E9C9E6887485257F95005D291C,," WNA-Terminal A-Pre Security Room#M",,"WNA-Terminal A-Pre Security Room#M",,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
84862AE15DB171B885256CFE005C7C07,,"1911 N Fort Myer Dr",1911,"N Fort Myer Dr",,,,Arlington,VA,22209,38.897578,-77.072402,1,range_interpolation,1911,"N Fort Myer Dr",Arlington,VA,"Arlington County",22209,US,"TIGER/Line® dataset from the US Census Bureau"
84876FDC05E51F1B85256DC7006D519E,,"2900 Wilson Blvd #101",2900,"Wilson Blvd #101",,,,Arlington,VA,22201,38.888171,-77.093497,1,rooftop,2900,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
84E1D24C7101F3A3882573BE0063408E,,"4505 Lee Hwy",4505,"Lee Hwy",,,,Arlington,VA,22207,38.898826,-77.118733,1,rooftop,4505,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
84F9E1A1E847A7B1852571330059CBE3,,"2774 S Arlington Mill Dr",2774,"S Arlington Mill Dr",,,,Arlington,VA,22206,38.841224,-77.088061,1,rooftop,2774,"S Arlington Mill Dr",Arlington,VA,"Arlington County",22206,US,Arlington
8568792FBE637F0385257F9D00574988,,"1600 Wilson Blvd Ste 100",1600,"Wilson Blvd Ste 100",,,,Arlington,VA,22209,38.894109,-77.077139,1,rooftop,1600,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
85E4142E9EFCB0788525772E005B3DE0,,"3130 Lee Hwy",3130,"Lee Hwy",,,,Arlington,VA,22201,38.895562,-77.098102,1,rooftop,3130,"Lee Hwy",Arlington,VA,"Arlington County",22201,US,Arlington
86033AC4BFE1061588256C16002C490F,,"4301 N Fairfax Dr",4301,"N Fairfax Dr",,,,Arlington,VA,22203,38.882688,-77.113292,0.8,rooftop,4301,"Fairfax Dr",Arlington,VA,"Arlington County",22203,US,Arlington
860C0DA79F6A40A288256BF800748828,,"3017 N Glebe Rd",3017,"N Glebe Rd",,,,Arlington,VA,22207-,38.907603,-77.130286,1,rooftop,3017,"N Glebe Rd",Arlington,VA,"Arlington County",22207,US,Arlington
860F00BAFA24B8EA85257C6A00569BFD,,"2401 Columbia Pike",2401,"Columbia Pike",,,,Arlington,VA,22204,38.863678,-77.083504,1,rooftop,2401,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
861CD21BD3E2206A85257EB4005401D2,," Mobile",,Mobile,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
86445C9A83530EDE852581440047F428,,"1800 N Lynn Street",1800,"N Lynn Street",,,,Arlington,VA,22209,38.896124,-77.071008,1,rooftop,1800,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
86869ADA18ADBD3685257B9400703B64,,"525 S 23rd St",525,"S 23rd St",,,,Arlington,VA,22202,38.853508,-77.054156,1,rooftop,525,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
86974FD7989752C788256BF800748451,,"3125 Lee Hwy",3125,"Lee Hwy",,,,Arlington,VA,22201,38.896609,-77.096455,1,rooftop,3125,"Lee Hwy",Arlington,VA,"Arlington County",22201,US,Arlington
86AEFA7133D17F8288256BF8007483A3,,"2659 S Shirlington Rd",2659,"S Shirlington Rd",,,,Arlington,VA,22206,38.847274,-77.083917,1,range_interpolation,2659,"S Shirlington Rd",Arlington,VA,"Arlington County",22206,US,"TIGER/Line® dataset from the US Census Bureau"
86C9688D58B9A5CB85257DC4005943F8,,"3713 Lee Hwy",3713,"Lee Hwy",,,,Arlington,VA,22207,38.896729,-77.105669,1,rooftop,3713,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
86E62D74900D0DF985257134006C2667,,"4200 S Four Mile Run Dr",4200,"S Four Mile Run Dr",,,,Arlington,VA,22204,38.850556,-77.101904,0.9,rooftop,4200,"S Four Mile Run Dr",Arlington,VA,"Arlington County",22206,US,Arlington
873D8049969872D385257E13005706D7,,"1785 S Hayes St",1785,"S Hayes St",,,,Arlington,VA,22202,38.858364,-77.05718,1,rooftop,1785,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
8746C683366875E385257E7400431ED3,,"1735 N Lynn St Suite 112",1735,"N Lynn St Suite 112",,,,Arlington,VA,22209,38.895745,-77.070473,1,rooftop,1735,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
87B2479F02DB744285257A4800542A26,,"901 N Glebe Rd # 105",901,"N Glebe Rd # 105",,,,Arlington,VA,22203,38.88159,-77.115253,1,rooftop,901,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
87DB4E5F63D8AD4B85257AE1006E0240,,"2110 Washington Blvd",2110,"Washington Blvd",,,,Arlington,VA,22204,38.872699,-77.083402,1,rooftop,2110,"Washington Blvd",Arlington,VA,"Arlington County",22204,US,Arlington
88333454499EC95A852580EA0071DF61,,"300 Army Navy Dr",300,"Army Navy Dr",,,,Arlington,VA,22202,38.864014,-77.052684,1,rooftop,300,"Army Navy Dr",Arlington,VA,"Arlington County",22202,US,Arlington
888C910E4ACB0F9F852581C2006A5FC7,,"1000 N Glebe Road",1000,"N Glebe Road",,,,Arlington,VA,22201,38.882469,-77.116476,1,rooftop,1000,"N Glebe Rd",Arlington,VA,"Arlington County",22201,US,Arlington
88AEE3A459DCA5EF8825767E0056FA07,,"1200 S Fern St",1200,"S Fern St",,,,Arlington,VA,22202,38.861193,-77.057315,1,rooftop,1200,"S Fern St",Arlington,VA,"Arlington County",22202,US,Arlington
88CC245A652DB90486257EEE006E5862,,"900 S Orme St",900,"S Orme St",,,,Arlington,VA,22204,38.866961,-77.072595,1,rooftop,900,"S Orme St",Arlington,VA,"Arlington County",22204,US,Arlington
896D5CD1D526135688256BF800748122,,"816 S Walter Reed Dr",816,"S Walter Reed Dr",,,,Arlington,VA,22204,38.864531,-77.088417,1,rooftop,816,"S Walter Reed Dr",Arlington,VA,"Arlington County",22204,US,Arlington
896FB3694667F95D852571D500541B6B,,"3503 N Fairfax Dr #200",3503,"N Fairfax Dr #200",,,,Arlington,VA,22201,38.883991,-77.10322,0.8,rooftop,3503,"Fairfax Dr",Arlington,VA,"Arlington County",22201,US,Arlington
89749B1D8B98F09685257C1D00692D45,,"509 S 23rd St",509,"S 23rd St",,,,Arlington,VA,22202,38.853582,-77.053795,1,rooftop,509,"23rd St S",Arlington,VA,"Arlington County",22202,US,Arlington
897A871DADC768B788256BF800748277,,"2909 Wilson Blvd",2909,"Wilson Blvd",,,,Arlington,VA,22201,38.888658,-77.093599,1,rooftop,2909,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
899138645DDEE5C0852580E90053B68F,," Metro Stations",,"Metro Stations",,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
899609615F0417828525822D0073D62F,,"1671 Crystal Square Arcade",1671,"Crystal Square Arcade",,,,Arlington,VA,22202,38.858721,-77.051079,1,rooftop,1671,"Crystal Square Arc",Arlington,VA,"Arlington County",22202,US,"Virginia Geographic Information Network (VGIN)"
89AA50FF382873D185257C21005E073B,,"5722 Lee Hwy",5722,"Lee Hwy",,,,Arlington,VA,22207,38.894674,-77.143196,1,rooftop,5722,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
89C18B49F302F63888256BF80074866B,,"2901 S Glebe Rd",2901,"S Glebe Rd",,,,Arlington,VA,22206,38.845698,-77.068741,1,rooftop,2901,"S Glebe Rd",Arlington,VA,"Arlington County",22206,US,Arlington
89EB4A44ED9430B988256BF8007482C5,,"1664-A Crystal Square Arcade",1664-A,"Crystal Square Arcade",,,,Arlington,VA,22202,38.858513,-77.050636,0.9,rooftop,1664,"Crystal Square Arc",Arlington,VA,"Arlington County",22202,US,"Virginia Geographic Information Network (VGIN)"
8A4C2EF3443D076388256BF80074827A,,"2509 N Harrison St",2509,"N Harrison St",,,,Arlington,VA,22207,38.897749,-77.139489,1,rooftop,2509,"N Harrison St",Arlington,VA,"Arlington County",22207,US,Arlington
8A79F128FFFFF76E85257EFC00615323,,"1014 S Glebe Road",1014,"S Glebe Road",,,,Arlington,VA,22204,38.860625,-77.092217,1,rooftop,1014,"S Glebe Rd",Arlington,VA,"Arlington County",22204,US,Arlington
8AC2FC711F8AD29C852572520065DCFC,,"4100 N Fairfax Dr",4100,"N Fairfax Dr",,,,Arlington,VA,22203,38.881884,-77.109673,0.8,rooftop,4100,"Fairfax Dr",Arlington,VA,"Arlington County",22203,US,Arlington
8AF164C91FF9BD6388256BF800748285,,"4508 Lee Hwy",4508,"Lee Hwy",,,,Arlington,VA,22207,38.898413,-77.118337,1,rooftop,4508,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
8B076CB2C4560E4C852577DD004EF11A,,"2300 N Pershing Dr Unit D",2300,"N Pershing Dr Unit D",,,,Arlington,VA,22201,38.880443,-77.085891,1,rooftop,2300,"N Pershing Dr",Arlington,VA,"Arlington County",22201,US,Arlington
8B78127D4F2F9A8985257CAC005C36C4,,"4251 Campbell Ave # 101",4251,"Campbell Ave # 101",,,,Arlington,VA,22206,38.841221,-77.089599,1,rooftop,4251,"Campbell Ave",Arlington,VA,"Arlington County",22206,US,Arlington
8BAC5B3565C7BB06882574980051C1E1,,"3141 Wilson Blvd",3141,"Wilson Blvd",,,,Arlington,VA,22201,38.886816,-77.096093,1,rooftop,3141,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
8BCCEA7A22877FAC85257FF6005E9EDC,,"1100 S. Hayes St. Suite H40",1100,"S. Hayes St. Suite H40",,,,Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
8C021E774F612DC385257F07006C4112,,"2001 Clarendon Blvd",2001,"Clarendon Blvd",,,H,Arlington,VA,22201,38.891878,-77.081899,1,rooftop,2001,"Clarendon Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
8C3BC187443E1B8988256BF8007484EA,,"2231 Crystal Dr",2231,"Crystal Dr",,,,Arlington,VA,22202,38.85381,-77.04871,1,rooftop,2231,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
8C9F8263E08D7FE788256BF800748262,,"2310 Columbia Pike",2310,"Columbia Pike",,,,Arlington,VA,22204,38.863635,-77.082265,1,rooftop,2310,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
8CE0427021BDDE0C85257941005E6DF8,,"4792 Lee Hwy",4792,"Lee Hwy",,,,Arlington,VA,22207,38.896766,-77.125271,1,rooftop,4792,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
8CE93F2DE530ECA785257FED005C8460,,"575 12th Road South",575,"12th Road South",,,,Arlington,VA,22202,38.862366,-77.055926,1,rooftop,575,"12th Rd S",Arlington,VA,"Arlington County",22202,US,Arlington
8CEDBAFE093912E785257F760050C106,," WNA-Terminal C- Space C2-899C",,"WNA-Terminal C- Space C2-899C",,,,Arlington,VA,22204,38.860335,-77.100868,1,place,,,Arlington,VA,"Arlington County",22204,US,"TIGER/Line® dataset from the US Census Bureau"
8D0E73DD74156C5985256F6500748A2B,,"6033 Wilson Blvd",6033,"Wilson Blvd",,,,Arlington,VA,22205,38.873926,-77.140364,1,rooftop,6033,"Wilson Blvd",Arlington,VA,"Arlington County",22205,US,Arlington
8D4D0FAC05BBFEE185257D07006E4150,,"1100 Wilson Blvd",1100,"Wilson Blvd",,,6603,Arlington,VA,22209,38.894662,-77.070125,1,rooftop,1100,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
8D7B790034DFFBBE85257E6F00604855,,"300 Corporate Blvd",300,"Corporate Blvd",,,,Arlington,VA,,38.885484,-77.099113,0.33,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
8D7E166F4842830786257870005225FA,,"3030 Columbia Pike",3030,"Columbia Pike",,,,Arlington,VA,22204,38.862066,-77.088084,1,rooftop,3030,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
8DB033197E7A089C85257FA0006890A4,,"2201 Wilson Blvd",2201,"Wilson Blvd",,,,Arlington,VA,22201,38.891327,-77.086177,1,rooftop,2201,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
8DDB477FA68F3D0685257F8400651155,,"2166 N Glebe Road",2166,"N Glebe Road",,,,Arlington,VA,22207,38.897065,-77.123389,1,rooftop,2166,"N Glebe Rd",Arlington,VA,"Arlington County",22207,US,Arlington
8DF3B53F0434506B85257C4E0060B139,,"2201 Arlington Blvd",2201,"Arlington Blvd",,,,Arlington,VA,22201,38.88068,-77.0847,1,rooftop,2201,"Arlington Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
8E608859D3A9AA8E852576E30055BB43,,"5127 Lee Hwy",5127,"Lee Hwy",,,,Arlington,VA,22207,38.896632,-77.131604,1,rooftop,5127,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
8E85FEAA616AD1928525782B0054C688,,"801 S 15th St",801,"S 15th St",,,,Arlington,VA,22202,38.861002,-77.060368,0.8,rooftop,801,"15th St S",Arlington,VA,"Arlington County",22202,US,Arlington
8E8D7EBC41221C2285257E2E004AF1D5,," Mobile",,Mobile,,,,Arlington,VA,,38.885484,-77.099113,1,place,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
8F8F270A525CB2E2852576A20067D6F2,,"1500 S Fern St",1500,"S Fern St",,,,Arlington,VA,22202,38.858972,-77.056541,1,rooftop,1500,"S Fern St",Arlington,VA,"Arlington County",22202,US,Arlington
8F915CBF2A48D2A488256BF800748252,,"4029 Campbell Ave",4029,"Campbell Ave",,,,Arlington,VA,22206,38.841065,-77.087883,1,rooftop,4029,"Campbell Ave",Arlington,VA,"Arlington County",22206,US,Arlington
8FB181A60A0DE60F88256BF80074846A,,"625 S Wakefield St",625,"S Wakefield St",,,,Arlington,VA,22204,38.861627,-77.107795,1,rooftop,625,"S Wakefield St",Arlington,VA,"Arlington County",22204,US,Arlington
8FB55315138D0AEA852581B70066EF5D,,"1601 Crystal Dr",1601,"Crystal Dr",,,,Arlington,VA,22202,38.858285,-77.048814,1,rooftop,1601,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
8FD3DEC20CF62C2785257E9200640CE7,,"2201 North Pershing Drive Suite H",2201,"North Pershing Drive Suite H",,,,Arlington,VA,22201,38.881084,-77.085126,1,rooftop,2201,"N Pershing Dr",Arlington,VA,"Arlington County",22201,US,Arlington
8FDC678CD6E46C3188256BF800748129,,"5402 Lee Hwy",5402,"Lee Hwy",,,,Arlington,VA,22207,38.895888,-77.138132,1,rooftop,5402,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
902C87733AD7AA3185256DC000492208,,"1235 Jefferson Davis Hwy",1235,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.862881,-77.051646,1,range_interpolation,1235,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,"TIGER/Line® dataset from the US Census Bureau"
908205D478E6D59185256DA90043FDE4,,"1801 N Lynn St 8th flr",1801,"N Lynn St 8th flr",,,,Arlington,VA,22209,38.896713,-77.070504,1,rooftop,1801,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
90A3F09721987DAA85257FF6004F2831,," 2620 S Shirlington Rd",,"2620 S Shirlington Rd",,,,Arlington,VA,22204,38.845154,-77.083981,0.9,range_interpolation,2620,"S Shirlington Rd",Arlington,VA,"Arlington County",22206,US,"TIGER/Line® dataset from the US Census Bureau"
90AE75A7DD67770E85256FD2005DB5F8,,"2200-I Crystal Dr",2200-I,"Crystal Dr",,,,Arlington,VA,22202,38.854318,-77.04998,0.9,rooftop,2200,"Crystal Dr",Arlington,VA,"Arlington County",22202,US,Arlington
9103DB624C7EDF5785257C2E0062B357,,"3650 S Glebe Rd Suite 170",3650,"S Glebe Rd Suite 170",,,,Arlington,VA,22202,38.842419,-77.050857,1,rooftop,3650,"S Glebe Rd",Arlington,VA,"Arlington County",22202,US,Arlington
910F8977A236487885257CF2006CD8E1,,"4014 Campbell Ave",4014,"Campbell Ave",,,,Arlington,VA,22206,38.840653,-77.087389,1,rooftop,4014,"Campbell Ave",Arlington,VA,"Arlington County",22206,US,Arlington
913947FC9E746CFD85257B7B006D16A5,,"1419 S Fern St",1419,"S Fern St",,,,Arlington,VA,22202,38.860312,-77.055959,1,rooftop,1419,"S Fern St",Arlington,VA,"Arlington County",22202,US,Arlington
91444DBB42B6796C85257F680068E1D3,,"3550 S Clark St",3550,"S Clark St",,,,Arlington,VA,22202,38.843154,-77.051944,1,rooftop,3550,"S Clark St",Arlington,VA,"Arlington County",22202,US,Arlington
918C10CEF0077BDD8825742D005BEE03,,"2907 Wilson Blvd",2907,"Wilson Blvd",,,,Arlington,VA,22201,38.888707,-77.093514,1,rooftop,2907,"Wilson Blvd",Arlington,VA,"Arlington County",22201,US,Arlington
91AC08845E50BDFC85257BC50070DDB3,,"5169 Lee Hwy",5169,"Lee Hwy",,,,Arlington,VA,22207,38.896633,-77.132896,1,rooftop,5169,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
91DD71D11E7ADC4185256D0F006E26A1,,"2503-A N Harrison St",2503-A,"N Harrison St",,,,Arlington,VA,22207,38.897701,-77.138835,0.9,rooftop,2503,"N Harrison St",Arlington,VA,"Arlington County",22207,US,Arlington
920BEEE5116F699A88256BF8007481FE,,"3045 Columbia Pike",3045,"Columbia Pike",,,,Arlington,VA,22204,38.862516,-77.088921,1,rooftop,3045,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
92284DB66923552485256D7B0069C3EF,,"1100 S Hayes St B-3",1100,"S Hayes St B-3",,,,Arlington,VA,22202,38.863731,-77.060561,1,rooftop,1100,"S Hayes St",Arlington,VA,"Arlington County",22202,US,Arlington
923B920A5F6D523E85256F46005B56A0,,"1915 N Uhle St",1915,"N Uhle St",,,,Arlington,VA,22201,38.896037,-77.084768,1,rooftop,1915,"N Uhle St",Arlington,VA,"Arlington County",22201,US,Arlington
923F13F3C21268B7852577C9005D4BB3,,"1211 N Glebe Rd",1211,"N Glebe Rd",,,,Arlington,VA,22201,38.885877,-77.117076,1,rooftop,1211,"N Glebe Rd",Arlington,VA,"Arlington County",22201,US,Arlington
92E77F96E4ED25C285257C35005BDC1A,,"1560 Wilson Blvd Ste 175",1560,"Wilson Blvd Ste 175",,,,Arlington,VA,22209,38.894033,-77.076407,1,rooftop,1560,"Wilson Blvd",Arlington,VA,"Arlington County",22209,US,Arlington
92FC0CAF41DD1AD485257EB2006DCE31,,"520 12th Street South",520,"12th Street South",,,,Arlington,VA,22202,38.862687,-77.054915,1,rooftop,520,"12th St S",Arlington,VA,"Arlington County",22202,US,Arlington
931826C7251C49118525821F006426CA,,"1201 South Joyce Street",1201,"South Joyce Street",,,,Arlington,VA,22202,38.863325,-77.0623,1,rooftop,1201,"S Joyce St",Arlington,VA,"Arlington County",22202,US,Arlington
9346625E43B350AE852570E7004B23BD,,"3501-3503 N Fairfax Dr",3501-3503,"N Fairfax Dr",,,,Arlington,VA,22201,38.883991,-77.10322,0.8,rooftop,3503,"Fairfax Dr",Arlington,VA,"Arlington County",22201,US,Arlington
936BBFDA63607F0888256BF80074873A,,"3233-A Columbia Pike",3233-A,"Columbia Pike",,,,Arlington,VA,22204,38.861778,-77.091242,0.9,rooftop,3233,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
93911F29779061E288256BF8007483BA,,"201 S 12th St Ste100",201,"S 12th St Ste100",,,,Arlington,VA,22202,38.863421,-77.050256,0.8,rooftop,201,"12th St S",Arlington,VA,"Arlington County",22202,US,Arlington
943EFD6893D76C288525820900683BE5,,"5852 N Washington Blvd",5852,"N Washington Blvd",,,,Arlington,VA,22205,38.885124,-77.140905,1,range_interpolation,5852,"N Washington Blvd",Arlington,VA,"Arlington County",22205,US,"TIGER/Line® dataset from the US Census Bureau"
94BC651F9C29410785257D78006F7E24,,"929 Long Bridge Dr",929,"Long Bridge Dr",,,,Arlington,VA,22202,38.864665,-77.050099,1,rooftop,929,"Long Bridge Dr",Arlington,VA,"Arlington County",22202,US,Arlington
94C171E9DBCA0A218825759A004AB521,,"1735 N Lynn St Unit 109",1735,"N Lynn St Unit 109",,,,Arlington,VA,22209,38.895745,-77.070473,1,rooftop,1735,"N Lynn St",Arlington,VA,"Arlington County",22209,US,Arlington
955BBBBB0F1021F8852578C500611585,,"319 N Glebe Rd",319,"N Glebe Rd",,,,Arlington,VA,22203,38.874381,-77.105588,1,rooftop,319,"N Glebe Rd",Arlington,VA,"Arlington County",22203,US,Arlington
956F0FFEDF0A2D8188256BF800748387,,"2680 S Shirlington Rd",2680,"S Shirlington Rd",,,,Arlington,VA,22206,38.84386,-77.085696,1,range_interpolation,2680,"S Shirlington Rd",Arlington,VA,"Alexandria city",22206,US,"TIGER/Line® dataset from the US Census Bureau"
957F9FB6A529D4D285257A8D005AD11F,,"4154-A S Four Mile Run Dr",4154-A,"S Four Mile Run Dr",,,,Arlington,VA,22206,38.848521,-77.099068,0.9,rooftop,4154,"S Four Mile Run Dr",Arlington,VA,"Arlington County",22206,US,Arlington
958388DFC51181748825732B006AE363,,"2618 N Pershing Dr",2618,"N Pershing Dr",,,,Arlington,VA,22201,38.880335,-77.08937,1,rooftop,2618,"N Pershing Dr",Arlington,VA,"Arlington County",22201,US,Arlington
966E554E65B4E96788257361006C9B64,,"4250 Campbell Ave",4250,"Campbell Ave",,,,Arlington,VA,22206,38.841338,-77.090262,1,rooftop,4250,"Campbell Ave",Arlington,VA,"Arlington County",22206,US,Arlington
968C5A7D838E98E18525768700552A20,,"4970 Columbia Pike",4970,"Columbia Pike",,,,Arlington,VA,22204,38.855859,-77.11141,1,rooftop,4970,"Columbia Pike",Arlington,VA,"Arlington County",22204,US,Arlington
96EE4871D9B6575185258124006FC0DE,,"5066 Lee Hwy",5066,"Lee Hwy",,,,Arlington,VA,22207,38.896105,-77.131844,1,rooftop,5066,"Lee Hwy",Arlington,VA,"Arlington County",22207,US,Arlington
9718A678A4722E5C85258176005F89A5,,"1800 Jefferson Davis Hwy",1800,"Jefferson Davis Hwy",,,,Arlington,VA,22202,38.857088,-77.052505,1,rooftop,1800,"Jefferson Davis Hwy",Arlington,VA,"Arlington County",22202,US,Arlington
